,data_id,cluster_label
656,9836110,72
657,9727237,54
658,9727249,44
659,9727336,72
660,9727337,24
661,9727338,2
662,9727339,1
663,9727473,73
664,9727627,85
665,9727628,87
666,9727629,66
667,9727768,29
668,9727774,25
669,9727947,7
670,9727948,56
671,9727949,23
672,9727950,29
673,9727951,10
674,9727952,10
675,9727953,67
676,9727954,29
677,9728105,72
678,9729712,71
679,9774219,67
680,9727236,54
681,9727257,1
682,9727330,2
683,9727331,37
684,9727332,2
685,9727333,87
686,9727334,36
687,9727335,2
688,9727477,44
689,9727623,2
690,9727624,95
691,9727625,72
692,9727626,24
693,9727741,29
694,9727752,25
695,9727754,25
696,9727758,29
697,9727937,23
698,9727938,29
699,9727939,89
700,9727940,10
701,9727941,19
702,9727942,19
703,9727943,23
704,9727944,72
705,9727945,72
706,9727946,20
707,9728094,80
708,9728095,80
709,9728096,80
710,9728097,80
711,9728098,80
712,9728099,80
713,9728100,80
714,9728101,4
715,9728102,4
716,9728103,4
717,9728104,72
718,9729399,19
719,9727235,1
720,9727246,20
721,9727247,20
722,9727248,20
723,9727328,20
724,9727329,4
725,9727563,39
726,9727617,95
727,9727618,2
728,9727619,2
729,9727620,2
730,9727621,24
731,9727622,77
732,9727739,29
733,9727742,7
734,9727770,89
735,9727771,89
736,9727928,67
737,9727929,23
738,9727930,23
739,9727931,23
740,9727932,56
741,9727933,72
742,9727934,89
743,9727935,89
744,9727936,72
745,9728028,58
746,9728087,80
747,9728088,80
748,9728089,80
749,9728090,80
750,9728091,80
751,9728092,4
752,9728093,20
753,9729518,77
754,9774145,89
755,9774220,56
756,9801063,44
757,9801070,25
758,9727244,20
759,9727245,20
760,9727323,36
761,9727324,87
762,9727325,2
763,9727326,87
764,9727327,4
765,9727540,77
766,9727583,85
767,9727615,85
768,9727766,23
769,9727777,25
770,9727914,19
771,9727915,19
772,9727916,89
773,9727918,72
774,9727919,0
775,9727920,89
776,9727921,0
777,9727922,72
778,9727924,10
779,9727925,72
780,9727926,89
781,9727927,89
782,9728078,80
783,9728079,80
784,9728080,58
785,9728081,80
786,9728082,80
787,9728083,80
788,9728084,80
789,9728085,80
790,9728086,80
791,9791006,85
792,9801071,19
793,9801234,10
794,9836109,72
795,9713877,39
796,9727318,72
797,9727319,87
798,9727320,60
799,9727321,2
800,9727322,17
801,9727539,0
802,9727549,73
803,9727612,80
804,9727613,2
805,9727614,24
806,9727736,25
807,9727773,29
808,9727899,10
809,9727900,19
810,9727901,10
811,9727902,29
812,9727903,19
813,9727904,29
814,9727905,10
815,9727906,72
816,9727907,89
817,9727908,89
818,9727909,25
819,9727910,10
820,9727911,58
821,9727912,89
822,9727913,89
823,9728067,80
824,9728068,80
825,9728069,80
826,9728070,80
827,9728071,80
828,9728072,80
829,9728073,80
830,9728074,80
831,9728075,4
832,9728076,36
833,9728077,80
834,9729398,19
835,9729516,44
836,9729517,54
837,9791045,95
838,9801072,25
839,9804186,39
840,9727314,60
841,9727315,72
842,9727316,2
843,9727317,4
844,9727538,23
845,9727609,87
846,9727610,24
847,9727611,36
848,9727738,32
849,9727765,19
850,9727776,25
851,9727778,29
852,9727893,56
853,9727894,10
854,9727895,89
855,9727896,10
856,9727897,25
857,9727898,0
858,9728064,80
859,9728065,80
860,9728066,80
861,9774113,87
862,9801053,19
863,9801064,44
864,9817400,58
865,9727308,36
866,9727309,87
867,9727310,36
868,9727311,60
869,9727312,87
870,9727313,37
871,9727537,19
872,9727546,71
873,9727578,54
874,9727582,85
875,9727586,71
876,9727607,2
877,9727608,24
878,9727772,73
879,9727881,29
880,9727882,23
881,9727883,19
882,9727884,29
883,9727885,72
884,9727886,44
885,9727887,19
886,9727888,19
887,9727889,10
888,9727890,23
889,9727891,23
890,9727892,90
891,9728058,80
892,9728059,4
893,9728060,2
894,9728061,72
895,9728062,90
896,9728063,4
897,9774112,2
898,9774225,80
899,9774248,19
900,9727259,37
901,9727296,2
902,9727297,44
903,9727298,2
904,9727299,95
905,9727300,2
906,9727301,2
907,9727302,2
908,9727303,58
909,9727304,58
910,9727305,58
911,9727306,20
912,9727307,1
913,9727603,85
914,9727604,95
915,9727605,2
916,9727606,44
917,9727735,10
918,9727745,10
919,9727764,19
920,9727869,7
921,9727870,7
922,9727871,10
923,9727872,23
924,9727873,89
925,9727874,29
926,9727875,19
927,9727876,72
928,9727877,10
929,9727878,72
930,9727879,0
931,9727880,72
932,9728057,4
933,9727231,44
934,9727232,0
935,9727258,1
936,9727261,1
937,9727284,20
938,9727285,20
939,9727286,20
940,9727287,20
941,9727288,20
942,9727289,20
943,9727290,0
944,9727291,87
945,9727292,87
946,9727293,87
947,9727294,87
948,9727295,2
949,9727475,25
950,9727547,54
951,9727550,54
952,9727760,29
953,9727780,29
954,9727856,23
955,9727857,19
956,9727858,67
957,9727859,72
958,9727860,72
959,9727861,72
960,9727862,72
961,9727863,29
962,9727864,72
963,9727865,72
964,9727866,23
965,9727867,67
966,9727868,19
967,9728054,80
968,9728055,80
969,9728056,36
970,9728122,54
971,9728123,71
972,9774200,89
973,9774243,54
974,9714484,71
975,9727230,0
976,9727276,2
977,9727277,87
978,9727279,2
979,9727280,2
980,9727281,72
981,9727282,2
982,9727283,36
983,9727533,25
984,9727562,39
985,9727601,2
986,9727602,60
987,9727753,29
988,9727759,29
989,9727834,25
990,9727835,32
991,9727836,32
992,9727837,56
993,9727838,19
994,9727839,19
995,9727840,19
996,9727841,89
997,9727842,29
998,9727843,44
999,9727844,23
1000,9727845,10
1001,9727846,89
1002,9727847,89
1003,9727848,72
1004,9727849,89
1005,9727850,89
1006,9727851,89
1007,9727852,89
1008,9727853,89
1009,9727854,58
1010,9727855,10
1011,9728033,1
1012,9728048,80
1013,9728049,80
1014,9728050,80
1015,9728051,4
1016,9728052,4
1017,9728053,4
1018,9773895,2
1019,9804187,39
1020,9824492,19
1021,9713875,54
1022,9727242,20
1023,9727243,20
1024,9727548,54
1025,9727569,39
1026,9727599,85
1027,9727600,24
1028,9727744,73
1029,9727767,25
1030,9727830,7
1031,9727831,10
1032,9727832,72
1033,9727833,0
1034,9728044,80
1035,9728045,80
1036,9728046,2
1037,9728047,2
1038,9727228,44
1039,9727229,44
1040,9727270,20
1041,9727271,44
1042,9727272,60
1043,9727273,87
1044,9727274,58
1045,9727531,25
1046,9727536,19
1047,9727581,85
1048,9727593,95
1049,9727594,85
1050,9727595,2
1051,9727596,2
1052,9727597,24
1053,9727598,2
1054,9727734,25
1055,9727763,56
1056,9727822,89
1057,9727823,23
1058,9727824,19
1059,9727825,10
1060,9727826,23
1061,9727827,72
1062,9727828,72
1063,9727829,10
1064,9728030,90
1065,9728037,80
1066,9728038,80
1067,9728039,44
1068,9728040,80
1069,9728041,4
1070,9728042,4
1071,9728043,4
1072,9702594,2
1073,9702597,87
1074,9702604,36
1075,9702606,36
1076,9702717,95
1077,9702847,10
1078,9702850,19
1079,9702851,19
1080,9702903,29
1081,9702911,25
1082,9702945,67
1083,9727220,0
1084,9727223,2
1085,9727241,44
1086,9727256,54
1087,9727476,25
1088,9727535,19
1089,9727749,23
1090,9727812,10
1091,9727813,10
1092,9727814,0
1093,9727815,23
1094,9727816,10
1095,9727817,10
1096,9727818,10
1097,9727819,19
1098,9727820,10
1099,9727821,72
1100,9728029,80
1101,9728032,44
1102,9791128,67
1103,9702600,2
1104,9702603,60
1105,9702610,36
1106,9702620,58
1107,9702623,87
1108,9702685,19
1109,9702764,85
1110,9702768,20
1111,9702769,95
1112,9702859,0
1113,9702864,86
1114,9702868,72
1115,9702886,89
1116,9702887,89
1117,9702891,23
1118,9702925,10
1119,9702926,10
1120,9702933,10
1121,9702936,10
1122,9702948,72
1123,9702950,25
1124,9702951,10
1125,9703006,71
1126,9727224,2
1127,9727574,24
1128,9727591,2
1129,9727592,24
1130,9727809,7
1131,9727810,29
1132,9727811,72
1133,9729532,77
1134,9836201,2
1135,9702611,24
1136,9702612,36
1137,9702621,1
1138,9702688,54
1139,9702708,87
1140,9702709,2
1141,9702756,44
1142,9702758,20
1143,9702858,23
1144,9702878,89
1145,9702882,89
1146,9702883,89
1147,9702895,29
1148,9702896,29
1149,9702905,29
1150,9702908,29
1151,9702910,29
1152,9702915,25
1153,9702917,25
1154,9702932,10
1155,9702988,58
1156,9702990,80
1157,9703000,80
1158,9703005,44
1159,9727222,90
1160,9727268,20
1161,9727269,2
1162,9727732,89
1163,9727806,10
1164,9727807,72
1165,9727808,23
1166,9728034,80
1167,9728035,80
1168,9728036,80
1169,9729396,19
1170,9804188,39
1171,9835891,2
1172,9835929,25
1173,9840011,80
1174,9840012,24
1175,9702587,44
1176,9702591,2
1177,9702596,2
1178,9702602,2
1179,9702663,25
1180,9702684,73
1181,9702686,71
1182,9702696,20
1183,9702700,87
1184,9702719,72
1185,9702767,20
1186,9702871,72
1187,9702881,7
1188,9702884,89
1189,9702885,89
1190,9702893,19
1191,9702894,58
1192,9702900,29
1193,9702902,29
1194,9702904,29
1195,9702914,25
1196,9702916,25
1197,9702921,19
1198,9702928,10
1199,9702929,10
1200,9702931,10
1201,9702934,10
1202,9702935,10
1203,9702939,10
1204,9702992,80
1205,9702999,80
1206,9703002,58
1207,9703007,71
1208,9727733,10
1209,9727803,7
1210,9727804,7
1211,9727805,44
1212,9702570,25
1213,9702588,4
1214,9702589,4
1215,9702593,2
1216,9702595,2
1217,9702599,2
1218,9702608,36
1219,9702609,36
1220,9702662,77
1221,9702668,19
1222,9702687,71
1223,9702703,2
1224,9702712,36
1225,9702736,32
1226,9702737,32
1227,9702853,86
1228,9702863,86
1229,9702901,29
1230,9702909,29
1231,9702920,90
1232,9702943,67
1233,9702986,2
1234,9702989,24
1235,9702991,4
1236,9702993,80
1237,9702998,80
1238,9703001,58
1239,9703008,54
1240,9727219,87
1241,9727267,2
1242,9727580,32
1243,9727589,2
1244,9727590,24
1245,9727801,7
1246,9727802,0
1247,9729585,7
1248,9729586,7
1249,9772684,44
1250,9773928,2
1251,9702586,87
1252,9702590,2
1253,9702592,87
1254,9702607,36
1255,9702614,20
1256,9702666,19
1257,9702667,19
1258,9702701,2
1259,9702705,2
1260,9702713,32
1261,9702735,32
1262,9702848,10
1263,9702849,25
1264,9702855,86
1265,9702892,19
1266,9702899,29
1267,9702927,10
1268,9702997,80
1269,9727266,20
1270,9727572,2
1271,9727775,25
1272,9727799,72
1273,9727800,44
1274,9728124,87
1275,9729605,10
1276,9702576,23
1277,9702622,72
1278,9702669,77
1279,9702689,54
1280,9702697,95
1281,9702710,2
1282,9702714,32
1283,9702720,95
1284,9702757,20
1285,9702854,32
1286,9702862,86
1287,9702869,72
1288,9702874,7
1289,9702875,7
1290,9702888,89
1291,9702897,29
1292,9702912,25
1293,9702922,10
1294,9702924,10
1295,9702937,10
1296,9702938,10
1297,9702944,67
1298,9727218,19
1299,9727227,0
1300,9727265,58
1301,9727573,24
1302,9727731,72
1303,9727794,72
1304,9727795,72
1305,9727796,72
1306,9727797,10
1307,9727798,10
1308,9683051,85
1309,9683066,37
1310,9683070,85
1311,9683076,85
1312,9683078,4
1313,9683079,4
1314,9683162,60
1315,9683164,36
1316,9683231,89
1317,9683232,89
1318,9683233,89
1319,9683234,89
1320,9683235,89
1321,9683237,86
1322,9683245,89
1323,9683292,29
1324,9683318,4
1325,9702664,19
1326,9702759,44
1327,9702760,20
1328,9702845,19
1329,9702857,19
1330,9702866,86
1331,9727221,90
1332,9727255,20
1333,9727262,58
1334,9727263,58
1335,9727264,58
1336,9727588,87
1337,9727762,19
1338,9727790,10
1339,9727791,72
1340,9727792,85
1341,9727793,85
1342,9683050,4
1343,9683064,24
1344,9683077,4
1345,9683081,2
1346,9683089,2
1347,9683126,54
1348,9683127,19
1349,9683163,36
1350,9683223,10
1351,9683241,7
1352,9683287,29
1353,9683288,29
1354,9683289,29
1355,9683300,29
1356,9683303,29
1357,9683305,25
1358,9683330,54
1359,9702598,87
1360,9702605,24
1361,9702665,19
1362,9702695,77
1363,9702721,95
1364,9702722,20
1365,9702742,58
1366,9702761,44
1367,9702763,44
1368,9702765,95
1369,9702842,10
1370,9702844,23
1371,9702846,25
1372,9702861,32
1373,9702876,89
1374,9702879,89
1375,9702906,29
1376,9702907,29
1377,9702913,25
1378,9702940,10
1379,9702941,10
1380,9683063,24
1381,9683067,58
1382,9683074,72
1383,9683075,72
1384,9683088,20
1385,9683090,87
1386,9683098,54
1387,9683132,54
1388,9683165,24
1389,9683178,87
1390,9683182,66
1391,9683218,72
1392,9683244,89
1393,9683259,0
1394,9683260,72
1395,9683261,72
1396,9683263,56
1397,9683264,56
1398,9683266,10
1399,9683270,19
1400,9683272,89
1401,9683290,29
1402,9683295,29
1403,9683299,29
1404,9683301,29
1405,9683302,29
1406,9702699,87
1407,9702718,66
1408,9702723,95
1409,9702733,80
1410,9702860,32
1411,9702867,86
1412,9702898,29
1413,9702923,10
1414,9702949,72
1415,9702996,80
1416,9727212,23
1417,9727217,19
1418,9727789,44
1419,9729395,44
1420,9729584,72
1421,9774224,25
1422,9683053,75
1423,9683054,2
1424,9683055,44
1425,9683056,20
1426,9683059,66
1427,9683060,66
1428,9683061,66
1429,9683062,66
1430,9683084,20
1431,9683085,20
1432,9683086,20
1433,9683092,2
1434,9683097,25
1435,9683134,71
1436,9683136,39
1437,9683173,54
1438,9683181,66
1439,9683226,19
1440,9683254,72
1441,9683286,29
1442,9683296,29
1443,9683297,29
1444,9683304,73
1445,9683307,25
1446,9683312,80
1447,9702698,37
1448,9702707,2
1449,9702947,72
1450,9702987,4
1451,9702994,80
1452,9727216,58
1453,9772683,44
1454,9683052,2
1455,9683087,20
1456,9683091,75
1457,9683095,1
1458,9683130,25
1459,9683131,25
1460,9683137,39
1461,9683141,39
1462,9683166,66
1463,9683172,20
1464,9683175,87
1465,9683176,87
1466,9683177,87
1467,9683179,24
1468,9683225,10
1469,9683236,23
1470,9683246,89
1471,9683248,23
1472,9683256,19
1473,9683265,10
1474,9683268,4
1475,9683274,67
1476,9683279,25
1477,9683281,25
1478,9683283,29
1479,9683284,29
1480,9683285,29
1481,9683294,29
1482,9702585,60
1483,9702766,95
1484,9702873,58
1485,9702995,80
1486,9727215,77
1487,9727587,87
1488,9727788,10
1489,9772682,71
1490,9804189,39
1491,9683046,25
1492,9683057,66
1493,9683058,66
1494,9683065,24
1495,9683068,85
1496,9683071,2
1497,9683096,24
1498,9683140,39
1499,9683171,2
1500,9683228,7
1501,9683229,7
1502,9683239,86
1503,9683242,89
1504,9683243,89
1505,9683251,19
1506,9683258,19
1507,9683269,10
1508,9683273,56
1509,9683275,56
1510,9683278,25
1511,9683280,25
1512,9683282,25
1513,9702919,58
1514,9727761,19
1515,9774249,19
1516,9683069,4
1517,9683072,87
1518,9683082,75
1519,9683094,1
1520,9683129,19
1521,9683133,54
1522,9683135,71
1523,9683168,2
1524,9683169,66
1525,9683170,75
1526,9683180,24
1527,9683250,23
1528,9683255,89
1529,9683277,25
1530,9683314,58
1531,9683315,4
1532,9683331,71
1533,9702704,2
1534,9702856,86
1535,9702865,86
1536,9702889,44
1537,9702918,72
1538,9668900,4
1539,9668903,2
1540,9668907,44
1541,9668939,24
1542,9668991,29
1543,9669015,39
1544,9669106,29
1545,9669111,29
1546,9669129,29
1547,9669131,73
1548,9669167,75
1549,9669172,44
1550,9669206,85
1551,9669229,95
1552,9669230,44
1553,9683035,24
1554,9683049,24
1555,9683073,2
1556,9683093,36
1557,9683128,23
1558,9683160,24
1559,9683161,95
1560,9683167,4
1561,9683252,19
1562,9683293,29
1563,9683316,4
1564,9683320,72
1565,9683328,20
1566,9702702,2
1567,9702715,60
1568,9702852,0
1569,9702872,72
1570,9727211,77
1571,9804190,39
1572,9668892,37
1573,9668894,24
1574,9668897,24
1575,9668904,95
1576,9668912,20
1577,9668944,66
1578,9668947,44
1579,9668974,7
1580,9668980,95
1581,9668981,72
1582,9668982,72
1583,9668983,0
1584,9668993,29
1585,9669041,10
1586,9669053,10
1587,9669108,29
1588,9669233,44
1589,9683080,2
1590,9683224,10
1591,9683227,56
1592,9683230,7
1593,9683291,29
1594,9683317,4
1595,9683325,80
1596,9683332,24
1597,9702841,67
1598,9728031,77
1599,9791133,72
1600,9804191,39
1601,9668908,2
1602,9668942,5
1603,9668950,5
1604,9668985,0
1605,9668986,25
1606,9668989,29
1607,9668990,29
1608,9669057,77
1609,9669085,80
1610,9669096,90
1611,9669104,25
1612,9669126,73
1613,9669130,25
1614,9669149,29
1615,9669164,2
1616,9669173,75
1617,9669177,2
1618,9669192,24
1619,9669193,75
1620,9669199,0
1621,9669217,54
1622,9669481,39
1623,9683043,25
1624,9683238,58
1625,9683257,19
1626,9683298,29
1627,9727214,20
1628,9791169,10
1629,9668898,24
1630,9668911,2
1631,9668930,71
1632,9668938,60
1633,9668945,95
1634,9668956,10
1635,9668961,72
1636,9668987,29
1637,9668992,29
1638,9669003,71
1639,9669013,39
1640,9669050,29
1641,9669051,29
1642,9669052,10
1643,9669056,10
1644,9669070,25
1645,9669071,25
1646,9669086,80
1647,9669105,56
1648,9669125,19
1649,9669145,2
1650,9669182,44
1651,9669186,20
1652,9669228,66
1653,9669232,95
1654,9669234,66
1655,9669235,66
1656,9669512,71
1657,9683240,56
1658,9683271,72
1659,9683319,72
1660,9702942,10
1661,9804192,39
1662,9668895,24
1663,9668896,24
